"order_id","order_date","region","city","cuisine","restaurant","daypart","platform","membership","weather","promo","items","distance_km","delivery_min","subtotal","tip","total","rating"
"FD-0359","2025-06-05","Midwest","Chicago","Mexican","Taco Libre","Afternoon","Android","Free","Snow","No",4,4.91,43.6,12.24,1.63,13.87,3
"FD-0360","2025-06-06","South","Austin","Sushi","Omakase Express","Late Night","iOS","Free","Rain","No",3,2.92,25.9,18.69,2.91,21.6,4
"FD-0361","2025-06-06","South","Nashville","Thai","Bangkok Alley","Afternoon","Android","Free","Cloudy","No",2,4.26,27.3,16.34,1.95,18.29,3.5
"FD-0362","2025-06-07","West","Portland","Mediterranean","Pita Press","Late Night","iOS","Free","Snow","No",1,3.86,32.8,12.23,2.15,14.38,3.5
"FD-0363","2025-06-08","South","Austin","Burgers","Patty Wagon","Afternoon","iOS","Free","Clear","Yes",3,5.62,30.1,12.68,2.04,14.72,3.5
"FD-0364","2025-06-10","West","Portland","Thai","Night Market Bowl","Dinner","Web","Pro","Clear","No",4,2.7,30,29.63,5.31,34.94,4
"FD-0365","2025-06-10","East","Boston","Burgers","Smash District","Lunch","Android","Free","Clear","Yes",1,2.73,26.8,8.16,1.4,9.56,4
"FD-0366","2025-06-12","South","Miami","Thai","Lemongrass Cart","Afternoon","Android","Plus","Clear","No",2,5.63,29.7,10.19,1.47,11.66,4
"FD-0367","2025-06-13","South","Austin","Pizza","Late Night Pie","Lunch","Web","Plus","Clear","Yes",2,2.61,24.9,15.1,3.06,18.16,4
"FD-0368","2025-06-14","West","Portland","Indian","Tandoor Lane","Late Night","Android","Plus","Cloudy","No",2,1.86,18.5,17.97,3.13,21.1,4.5
"FD-0369","2025-06-14","South","Miami","Burgers","Patty Wagon","Afternoon","iOS","Plus","Clear","Yes",2,1.09,14.3,15.19,1.99,17.18,4.5
"FD-0370","2025-06-15","West","Portland","Mediterranean","Pita Press","Afternoon","iOS","Plus","Clear","No",4,3.04,24.1,14.77,1.76,16.53,4.5
"FD-0371","2025-06-18","East","Boston","Mediterranean","Pita Press","Dinner","Android","Free","Clear","Yes",4,2.99,27.2,19.59,2.41,22,4
"FD-0372","2025-06-19","South","Austin","Ramen","Broth & Bone","Dinner","iOS","Free","Rain","Yes",3,3.66,39.3,16.3,5.02,21.32,4
"FD-0373","2025-06-23","Midwest","Chicago","Mediterranean","Olive & Fig","Dinner","iOS","Pro","Clear","Yes",3,4.63,33.3,23.94,6.99,30.93,4.5
"FD-0374","2025-06-23","West","Portland","Mediterranean","Olive & Fig","Afternoon","iOS","Free","Snow","No",2,6.66,46.8,11.67,0.82,12.49,3.5
"FD-0375","2025-06-25","West","Seattle","Mexican","Chile Verde","Lunch","iOS","Free","Rain","No",3,4.05,36.6,10.51,2.02,12.53,4
"FD-0376","2025-06-26","West","Seattle","Pizza","Late Night Pie","Dinner","iOS","Pro","Clear","No",6,1.84,28.3,25.84,4.83,30.67,4.5
"FD-0377","2025-06-27","West","Portland","Ramen","Midnight Noodle","Lunch","iOS","Plus","Snow","No",2,2.91,43.2,11.71,2.06,13.77,3.5
"FD-0378","2025-06-30","West","Portland","Pizza","Late Night Pie","Late Night","Android","Plus","Cloudy","Yes",3,3.79,21.6,15.22,4.04,19.26,4
"FD-0379","2025-07-01","West","Seattle","Sushi","Pacific Roll","Dinner","iOS","Plus","Cloudy","No",4,7.24,47.5,30.81,5.59,36.4,4
"FD-0380","2025-07-04","West","Seattle","Ramen","Broth & Bone","Afternoon","iOS","Pro","Rain","No",5,4.68,39.2,13.81,3.29,17.1,4
"FD-0381","2025-07-04","West","Portland","Thai","Night Market Bowl","Dinner","iOS","Free","Clear","Yes",4,2.68,26,21.27,3.18,24.45,4
"FD-0382","2025-07-05","South","Austin","Burgers","Gold Bun","Late Night","Web","Free","Rain","No",1,3.51,34.2,13.41,2.24,15.65,4
"FD-0383","2025-07-06","South","Nashville","Ramen","Tonkotsu Lab","Dinner","Web","Free","Rain","No",1,1.87,32.2,12.57,1.94,14.51,4
"FD-0384","2025-07-06","South","Nashville","Sushi","Pacific Roll","Dinner","iOS","Pro","Rain","No",4,4.23,42.7,32.42,8.08,40.5,4
"FD-0385","2025-07-07","South","Austin","Ramen","Tonkotsu Lab","Late Night","iOS","Plus","Cloudy","No",3,2.95,23.3,21.08,2.46,23.54,4
"FD-0386","2025-07-07","West","Seattle","Mediterranean","Pita Press","Dinner","iOS","Plus","Clear","No",2,2.23,30.1,16.48,3.96,20.44,4
"FD-0387","2025-07-08","South","Nashville","Mexican","Masa & Lime","Late Night","iOS","Plus","Clear","No",2,2.09,19.8,14.85,2.44,17.29,4.5
"FD-0388","2025-07-08","West","Seattle","Burgers","Patty Wagon","Lunch","Android","Plus","Clear","Yes",2,2.02,26.3,11.02,1.61,12.63,4.5
"FD-0389","2025-07-09","West","Denver","Thai","Night Market Bowl","Lunch","iOS","Plus","Cloudy","No",4,3.03,33.4,21.23,1.73,22.96,4
"FD-0390","2025-07-10","South","Miami","Ramen","Midnight Noodle","Lunch","iOS","Free","Cloudy","No",3,3.29,29.1,11.76,0.18,11.94,4
"FD-0391","2025-07-10","West","Portland","Sushi","Omakase Express","Dinner","Android","Free","Rain","No",3,4.7,47.4,30.63,2.88,33.51,4
"FD-0392","2025-07-11","West","Portland","Mexican","Chile Verde","Afternoon","Android","Plus","Rain","No",6,1.94,22.9,18.05,1.96,20.01,4
"FD-0393","2025-07-11","South","Nashville","Mexican","Chile Verde","Afternoon","iOS","Free","Cloudy","No",4,3.19,25.9,13.87,1.66,15.53,4
"FD-0394","2025-07-12","East","Boston","Burgers","Smash District","Dinner","Web","Free","Clear","No",4,1.95,29.4,14.62,1.95,16.57,4.5
"FD-0395","2025-07-12","East","Boston","Mediterranean","Citrus Grill","Lunch","Android","Free","Cloudy","Yes",4,2.59,25.9,14.5,1.86,16.36,4
"FD-0396","2025-07-13","West","Seattle","Pizza","Slice Theory","Lunch","Web","Free","Rain","No",3,4.62,35.8,16.42,1.62,18.04,4
"FD-0397","2025-07-14","Midwest","Chicago","Mexican","Masa & Lime","Lunch","Android","Plus","Rain","No",3,2.7,27.8,16.05,2.19,18.24,4.5
"FD-0398","2025-07-15","South","Miami","Ramen","Broth & Bone","Lunch","iOS","Free","Clear","No",3,1.79,27.5,14.04,1.65,15.69,4
"FD-0399","2025-07-15","Midwest","Chicago","Burgers","Gold Bun","Dinner","iOS","Plus","Rain","No",2,4.32,36.3,16.5,2.57,19.07,4
"FD-0400","2025-07-16","East","Boston","Sushi","Nori Desk","Dinner","Web","Free","Rain","No",4,3.96,45.1,24.11,1.91,26.02,3.5
"FD-0401","2025-07-16","South","Miami","Mexican","Taco Libre","Dinner","iOS","Plus","Cloudy","No",2,4.76,46,17.35,4.17,21.52,3.5
"FD-0402","2025-07-16","South","Austin","Sushi","Nori Desk","Dinner","iOS","Plus","Clear","Yes",6,2.96,30.7,30.02,6.82,36.84,4
"FD-0403","2025-07-16","South","Austin","Indian","Tandoor Lane","Dinner","iOS","Plus","Clear","No",4,2.22,26.1,23.02,3.9,26.92,4
"FD-0404","2025-07-17","West","Seattle","Ramen","Midnight Noodle","Lunch","iOS","Free","Cloudy","No",4,2.8,25.6,14.19,1.54,15.73,4.5
"FD-0405","2025-07-22","West","Seattle","Burgers","Gold Bun","Afternoon","iOS","Plus","Rain","No",3,2.69,25.8,13.56,2.15,15.71,4
"FD-0406","2025-07-23","East","Boston","Mexican","Taco Libre","Afternoon","Android","Plus","Clear","No",5,3.27,25.6,14.3,2.94,17.24,4.5
"FD-0407","2025-07-23","South","Austin","Thai","Lemongrass Cart","Dinner","iOS","Free","Clear","Yes",5,3.39,36,15.84,2.57,18.41,3
"FD-0408","2025-07-23","Midwest","Chicago","Sushi","Pacific Roll","Lunch","iOS","Free","Clear","No",3,3.54,21.2,24.49,2.42,26.91,4.5
"FD-0409","2025-07-24","West","Denver","Mexican","Chile Verde","Dinner","Android","Plus","Clear","No",2,1.49,26.5,14.94,2.59,17.53,4
"FD-0410","2025-07-24","West","Seattle","Mexican","Masa & Lime","Late Night","Android","Free","Cloudy","No",2,2.44,17.4,17.21,2.2,19.41,4
"FD-0411","2025-07-24","South","Miami","Mediterranean","Citrus Grill","Dinner","iOS","Free","Cloudy","No",2,4.34,42,18.29,2.77,21.06,4
"FD-0412","2025-07-24","South","Austin","Pizza","Late Night Pie","Late Night","Android","Pro","Clear","No",2,4.08,19.2,20.03,4.73,24.76,4
"FD-0413","2025-07-24","West","Portland","Sushi","Omakase Express","Dinner","iOS","Plus","Rain","Yes",5,1.89,34.3,29.81,4.91,34.72,4
"FD-0414","2025-07-26","West","Seattle","Pizza","Late Night Pie","Dinner","Android","Plus","Rain","No",4,3.79,41.5,25.33,6.07,31.4,4
"FD-0415","2025-07-27","South","Austin","Thai","Lemongrass Cart","Afternoon","Android","Plus","Clear","No",3,2.86,23.1,14.32,3.16,17.48,4.5
"FD-0416","2025-07-27","South","Nashville","Ramen","Broth & Bone","Lunch","Android","Plus","Cloudy","No",1,3.41,32.6,12.98,2.42,15.4,3.5
"FD-0417","2025-07-27","East","Boston","Mediterranean","Citrus Grill","Dinner","Android","Free","Cloudy","No",3,4.48,40.4,16.66,2.29,18.95,3
"FD-0418","2025-07-28","Midwest","Chicago","Sushi","Omakase Express","Lunch","Web","Pro","Rain","No",4,4.67,37.9,24.95,6.73,31.68,4
"FD-0419","2025-07-28","South","Miami","Pizza","Late Night Pie","Late Night","Android","Pro","Clear","No",2,3.55,21.1,18.05,4.05,22.1,4.5
"FD-0420","2025-07-29","South","Nashville","Burgers","Smash District","Lunch","Web","Free","Clear","Yes",2,1.9,28.9,7.95,1.28,9.23,4
